id,Nombre,Origen,Mitologia,Tipo,Descripcion,Poderes,Lore
157,Lugh,Europa del Noroeste,Celta,Dios,Dios del sol la habilidad y el talento en la mitología celta,Maestría en todas las artes; lanza mágica; luz solar; inmortalidad,Lugh llegó a la corte de los Tuatha Dé Danann en Tara afirmando ser el maestro de todos los oficios. El portero le preguntó qué habilidad traía y Lugh respondió cada oficio imaginable pero siempre le decían que ya tenían a alguien con esa habilidad. Finalmente Lugh preguntó si tenían a alguien que dominara todos los oficios a la vez y ante el silencio entró. Se ganó el apodo de Samildánach el de muchas habilidades. Su lanza Lúin de Celtchar era tan sedienta de sangre que debía mantenerse sumergida en agua.
158,Cernunnos,Europa del Noroeste,Celta,Dios,Dios de la naturaleza los animales y el inframundo celta,Control sobre los animales; conexión con la naturaleza; fertilidad; inmortalidad,Cernunnos aparece en grabados celtas sentado en posición de loto con astas de ciervo en la cabeza rodeado de animales salvajes. Sostenía un torque el collar de metal símbolo de estatus celta y a veces una serpiente con cuernos de carnero. Era el señor de los animales del ciclo de vida y muerte y probablemente de la reencarnación. El caldero de Gundestrup un artefacto ritual celta del siglo I a.C. lo muestra rodeado de animales en una escena que refleja su papel como dios de la naturaleza salvaje.
159,Brigid,Europa del Noroeste,Celta,Diosa,Diosa triple del fuego la curación y la poesía,Curación; fuego sagrado; poesía inspirada; fertilidad; inmortalidad,Brigid fue tan popular en Irlanda que cuando el cristianismo llegó fue canonizada como Santa Brígida de Kildare. Su llama sagrada en Kildare fue mantenida por diecinueve sacerdotisas y luego monjas durante siglos. Se creía que protegía a los herreros los sanadores y los poetas. El primero de febrero Imbolc marcaba el inicio de la primavera y era su festividad. Las familias irlandesas fabricaban una muñeca de Brigid con trigo y la colocaban en la puerta para recibir su bendición al año nuevo.
160,Nuada,Europa del Noroeste,Celta,Dios,Rey de los Tuatha Dé Danann con brazo de plata,Liderazgo divino; espada invencible; brazo de plata mágico; inmortalidad,Nuada perdió el brazo durante la Primera Batalla de Mag Tuired combatiendo contra los Fir Bolg. Según la ley sagrada irlandesa ningún rey podía gobernar con una deformidad física así que tuvo que ceder el trono. El médico divino Dian Cecht le fabricó un brazo de plata que se movía como uno real y que le devolvió el trono pero luego el hijo de Dian Cecht le fabricó un brazo de carne y hueso completamente funcional. Su espada de luz Claíomh Solais era una de las cuatro joyas sagradas de Irlanda.
161,Cú Chulainn,Europa del Noroeste,Celta,Héroe,El mayor héroe del ciclo mitológico irlandés,Furia de batalla sobrehumana; habilidad marcial; semidiós; velocidad extrema,"Cú Chulainn poseía el ríastrad o espasmo del héroe que lo transformaba completamente: un ojo se hundía en su cabeza y el otro sobresalía enorme, sus músculos se retorcían bajo la piel su pelo se erizaba y un nimbo de luz salía de su frente. En este estado arrasaba con amigos y enemigos por igual. De niño mató al perro guardián del herrero Culann y ofreció servir él mismo de guardián hasta que se entrenara un reemplazo de ahí su nombre El Perro de Culann."
162,Finn MacCool,Europa del Noroeste,Celta,Héroe,Héroe irlandés líder de los Fianna con sabiduría sobrenatural,Sabiduría sobrenatural; fuerza heroica; liderazgo; inmortalidad parcial,Finn MacCool o Fionn mac Cumhaill obtuvo su sabiduría sobrenatural cuando era aprendiz del poeta Finnegas que llevaba años intentando atrapar el Salmón del Conocimiento en el río Boyne. Cuando Finn asaba el pez para su maestro se quemó el pulgar y al chupárselo absorbió la sabiduría que el salmón había acumulado comiendo las avellanas del Conocimiento. Desde entonces cuando necesitaba consejo se ponía el pulgar en la boca. Lideró los Fianna la élite guerrera de Irlanda.
163,Banshee,Europa del Noroeste,Celta,Criatura,Espíritu femenino cuyo lamento anuncia la muerte,Presagio de muerte; grito que paraliza; invisibilidad; forma espectral,La Banshee podía reconocerse por su llanto nocturno semejante al lamento de un pájaro o el ulular del viento. En Irlanda solo había Banshees ligadas a las grandes familias antiguas y escuchar el suyo era señal de que alguien de ese linaje moriría pronto. Se la representaba como una anciana con capa verde o como una joven hermosa de ojos rojos de tanto llorar. Algunas tradiciones la identifican como el espíritu de una mujer muerta durante el parto que llora por los vivos.
164,Leprechaun,Europa del Noroeste,Celta,Criatura,Duende irlandés guardián de ollas de oro,Magia; invisibilidad; velocidad; custodia de riquezas ocultas,El Leprechaun pasaba sus días reparando zapatos y si un humano lo atrapaba tenía que revelar el escondite de su olla de oro al final del arcoíris como precio de su libertad. Sin embargo los Leprechauns eran maestros del engaño y si el captor desviaba la mirada aunque fuera un instante el duende aprovechaba para escapar. Se los representaba como hombres viejecitos vestidos de verde con sombrero y hebilla de plata. La leyenda dice que cada Leprechaun tiene tres deseos para otorgar al que lo capture.
165,Kelpie,Europa del Noroeste,Celta,Criatura,Caballo acuático que arrastra a sus jinetes al fondo,Metamorfosis; fuerza sobrehumana; atracción hipnótica; vida acuática,El Kelpie lograba su objetivo transformándose en un hermoso caballo junto a un río o lago. Los incautos que montaban en él descubrían que su piel se volvía pegajosa como cola y no podían soltarse. El Kelpie se zambullía en el agua arrastrando a la víctima al fondo para devorarla. Solo su corazón quedaba flotando en la superficie. En forma humana se reconocía por el musgo y las algas en su pelo. Algunos héroes celtas lograban domarlo usando un freno de plata.
166,Selkie,Europa del Noroeste,Celta,Criatura,Ser que es foca en el mar y humano en tierra al quitarse la piel,Metamorfosis; vida acuática; seducción; conexión con el mar,Los Selkies eran melancolías personificadas según las leyendas de las Orcadas y las Shetland. Las selkies hembras eran las más conocidas: una vez en tierra podían ser atrapadas si un humano robaba y escondía su piel de foca. Sin la piel no podían regresar al mar y a veces se casaban con pescadores. Pero siempre anhelaban el océano y si encontraban su piel regresaban sin importar los lazos que las unían a tierra. Sus hijos heredaban a veces membranas entre los dedos.
167,Dullahan,Europa del Noroeste,Celta,Criatura,Jinete sin cabeza que porta su cabeza bajo el brazo,Presagio de muerte; latigazo con columna vertebral; inmortalidad,El Dullahan el jinete sin cabeza irlandés cargaba su propia cabeza bajo el brazo como una linterna. Donde se detuviera alguien moría. Si le hablaban en su camino lanzaban un balde de sangre en la cara del interlocutor. El único objeto que lo repelía era el oro. Montaba un caballo negro o conducía un coche fúnebre tirado por seis caballos con ataúdes en los ejes y la espina dorsal de un cadáver como látigo. Cuando pronunciaba el nombre de alguien esa persona no podía evitar su muerte.
168,Puca,Europa del Noroeste,Celta,Criatura,Espíritu metamorfo travieso que puede ser benevolente o maligno,Metamorfosis; ilusiones; vuelo; habla humana en forma animal,El Puca era el más cambiante de los espíritus irlandeses adoptando formas de caballo negro águila monstruo marino o simplemente una masa negra indefinible. En forma de caballo lanzaba a sus jinetes involuntarios en carreras salvajes por pantanos acantilados y ríos. Sin embargo también podía ser benévolo: en el primer día de noviembre Samhain el Puca vagaba por la tierra y las personas que se le acercaban respetuosamente podían recibir profecías para el año siguiente.
169,Enki,Medio Oriente,Sumeria,Dios,Dios sumerio del agua la creación y la sabiduría,Sabiduría suprema; control del agua; creación de vida; magia,Enki vivía en el Abzu el abismo de agua dulce subterráneo que según los sumerios yacía bajo toda la tierra. Cuando los dioses decidieron destruir a la humanidad con un diluvio Enki desafió el consenso divino advirtiendo al hombre justo Ziusudra precursor del Noé bíblico construir un barco para sobrevivir. Era también el inventor de la magia la medicina y todos los me los decretos divinos que regían la civilización incluyendo el sacerdocio la escritura y la justicia.
170,Enlil,Medio Oriente,Sumeria,Dios,Dios del viento y el aire señor de los dioses sumerios,Control del viento; gobierno divino; poder de la tormenta; inmortalidad,Enlil controlaba el viento como agente de la justicia y el castigo divino. Fue él quien decretó el Gran Diluvio para acabar con los humanos cuyo ruido perturbaba el sueño de los dioses. También envió el viento del este para destruir la ciudad de Ur durante la Tercera Dinastía. Sin embargo fue también el que sopló el aliento de vida en la primera humanidad. Su templo en Nippur era el centro religioso más importante de Mesopotamia durante milenios.
171,Inanna,Medio Oriente,Sumeria,Diosa,Diosa del amor la guerra y la fertilidad en Sumeria,Control del amor y la guerra; descenso al inframundo; inmortalidad,Inanna descendió al Gran Más Allá el inframundo regido por su hermana Ereshkigal para reclamar poder sobre ese reino. En cada una de las siete puertas debió quitarse una prenda o joya quedando desnuda y sin poderes. Ereshkigal la mató y colgó su cadáver de un gancho. Tres días después Enki creó dos seres de ningún género que rescataron su cuerpo. Inanna resucitó pero tuvo que enviar un sustituto al inframundo. Al encontrar a su esposo Dumuzi sin luto la señaló a él como su reemplazo.
172,Nergal,Medio Oriente,Sumeria,Dios,Dios del inframundo sumerio y las enfermedades,Control sobre los muertos; pestilencia; guerra; inmortalidad,Nergal comenzó siendo un dios solar de los rayos abrasadores del mediodía antes de convertirse en rey del inframundo. La leyenda cuenta que fue convocado ante Ereshkigal la reina del inframundo como acto diplomático y la ofendió negándose a inclinarse ante ella. Los dioses lo enviaron a disculparse pero él llegó y la amenazó con decapitarla. Ereshkigal llorando le pidió que se casara con ella y gobernaran juntos. Nergal accedió y desde entonces reinó a su lado en el Gran Más Allá.
173,Marduk,Medio Oriente,Babilónica,Dios,Dios supremo de Babilonia creador del mundo,Creación del mundo; magia suprema; cincuenta nombres de poder; inmortalidad,Marduk mató a la dragona primordial Tiamat cuando esta amenazó con destruir a los dioses jóvenes. La atravesó con su lanza y con su cuerpo dividido en dos formó el cielo y la tierra. Con la sangre de Kingu el general de Tiamat creó a los seres humanos para que sirvieran a los dioses. A cambio los otros dioses le otorgaron cincuenta nombres divinos y lo proclamaron rey del panteón. Su poema épico de la creación el Enuma Elish fue recitado cada año en el festival de Año Nuevo de Babilonia.
174,Tiamat,Medio Oriente,Babilónica,Criatura,Dragona primordial del caos de cuyo cuerpo se formó el mundo,Poder primordial; forma dragón; creación del caos; inmortalidad,Tiamat era el caos salado primordial que existía antes de que hubiera cielo o tierra. Cuando sus hijos los dioses jóvenes perturbaron su reposo planificó su destrucción. Creó once monstruos incluido Kingu al que dio las Tablillas del Destino. Los dioses jóvenes se aterrorizaron y ninguno se atrevió a enfrentarla hasta que Marduk aceptó el reto a cambio de la supremacía sobre todos los dioses. La venció abriéndole la boca con el viento para que no pudiera escupir su veneno y luego la traspasó.
175,Gilgamesh,Medio Oriente,Sumeria,Héroe,El gran héroe sumerio que buscó la inmortalidad,Fuerza y resistencia sobrehumanas; semidiós; valentía extrema,Gilgamesh era rey de Uruk dos tercios divino y un tercio humano. Buscó la inmortalidad tras la muerte de su amigo Enkidu. Viajó hasta los confines del mundo para encontrar a Utnapishtim el único mortal que había recibido la inmortalidad. Este le habló de una planta de la inmortalidad en el fondo del mar. Gilgamesh la encontró pero mientras dormía una serpiente se la robó y se fue dejando su piel vieja atrás. Gilgamesh regresó a Uruk sin la inmortalidad pero con la comprensión de que la obra que uno deja es el verdadero legado.
176,Enkidu,Medio Oriente,Sumeria,Héroe,Compañero de Gilgamesh creado de arcilla por los dioses,Fuerza sobrehumana; conexión con la naturaleza y los animales; valentía heroica,Enkidu fue creado por la diosa Aruru con arcilla para ser el igual de Gilgamesh y calmar su energía excesiva que agotaba a su pueblo. Vivía salvaje entre los animales hasta que una sacerdotisa lo civilizó durante siete días. Los animales lo rechazaron por ya no oler como uno de ellos y Enkidu fue a Uruk donde combatió con Gilgamesh en empate. Los dos héroes se hicieron amigos inseparables y juntos mataron al gigante Humbaba guardián del bosque de cedros. La muerte de Enkidu destrozó a Gilgamesh.
177,Baal,Medio Oriente,Cananea,Dios,Dios de la tormenta y la fertilidad en la mitología cananea,Control de tormentas y lluvia; fertilidad; guerra; inmortalidad,Baal combatió y mató al dios del mar Yam para establecer el orden sobre las aguas caóticas. Luego exigió su propio palacio divino que el artesano Kothar-wa-Khasis construyó en el Monte Tsafon. Sin embargo Mot el dios de la muerte lo desafió y Baal murió descendiendo a su reino. La tierra se volvió estéril hasta que su hermana Anat vengó su muerte matando a Mot y Baal resucitó. Este ciclo de muerte y resurrección estacional de Baal fue una de las influencias en las mitologías de toda la región.
178,Anansi,África Occidental,Akan,Criatura,Dios araña y trickster de la mitología Akan,Astucia suprema; metamorfosis en araña; robar sabiduría de los dioses; magia,Anansi el Hombre Araña de los Akan de Ghana y Costa de Oro es el más inteligente de todos los seres. En el mito original todas las historias del mundo pertenecían al dios Nyame el Cielo. Anansi quiso comprarlas y Nyame puso un precio imposible: la avispa abejorro el pitón que estrangula la pantera y el espíritu Mmoboro. Anansi los atrapó a todos con astucia y obtuvo todas las historias del mundo convirtiéndose en su guardián. Su astucia viajó con los esclavos africanos al Caribe y América.
179,Shango,África Occidental,Yoruba,Dios,Dios del trueno el fuego y la justicia en la mitología Yoruba,Control del rayo y el trueno; fuego; justicia; danza que invoca tormentas,Shango fue originalmente el cuarto Alafin rey de Oyó que fue tan poderoso y temido que se convirtió en orisha al morir. Según la leyenda probó su poder mágico invocando un rayo que cayó sobre su propio palacio matando a su familia. Desesperado se ahorcó pero sus seguidores afirmaron que no murió sino que ascendió al cielo como trueno. Fue el primer orisha africano en ser identificado en el Nuevo Mundo donde es conocido como Shangó en Cuba y Santa Bárbara en el sincretismo católico.
180,Oya,África Occidental,Yoruba,Diosa,Diosa del viento el rayo y la muerte en la mitología Yoruba,Control del viento y los huracanes; relámpagos; muerte y renacimiento,Oya es la dueña del cementerio y de los muertos aunque también sea la diosa de los vientos los tornados y los relámpagos. Fue la primera esposa de Shango antes de Yemayá y Oshún. Puede transformarse en búfalo o en torbellino y cuando carga su machete de cobre genera los vientos del cambio. En Brasil es conocida como Iansã y se la sincretiza con Santa Bárbara. Preside los momentos de transformación radical los finales y los nuevos comienzos y se la invoca en momentos de cambio vital.
181,Eshu,África Occidental,Yoruba,Dios,Mensajero divino de los Orishas dios de los caminos,Comunicación entre mundos; apertura de caminos; astucia; inmortalidad,Eshu o Elegba es siempre el primero en ser invocado en cualquier ceremonia yoruba porque sin su permiso ninguna comunicación entre humanos y orishas puede ocurrir. Vive en las encrucijadas y en los umbrales de las puertas. En Cuba y Brasil se llama Elegguá y se representa con una piedra o cabeza pequeña guardada detrás de la puerta de entrada. Controla el destino y puede abrir o cerrar los caminos de una persona. A pesar de sus travesuras siempre trabaja para el equilibrio del mundo.
182,Ogun,África Occidental,Yoruba,Dios,Dios del hierro la guerra y el trabajo en la mitología Yoruba,Maestría con el hierro; guerra; trabajo; inmortalidad,Ogun vive en el bosque y se niega a entrar en la sociedad humana excepto cuando se le invoca. Es el dios de la guerra del hierro la forja la cacería y la tecnología. Todos quienes trabajan con metal le pertenecen: herreros mecánicos cirujanos y soldados. En Nigeria se jura ante Ogun con un trozo de hierro en los juicios. En el panteón yoruba Ogun fue el primero en abrir el camino entre el cielo y la tierra. Los cazadores le ofrecen la primera presa del día.
183,Nyami Nyami,África del Sur,Zimbabue,Dios,Dios río serpiente del río Zambezi,Control del río Zambezi; protección de los Tonga; poder acuático,Nyami Nyami el dios río serpiente de los Tonga del Zambezi es representado con cuerpo de serpiente y cabeza de pez. Según la tradición Nyami Nyami y su esposa fueron separados cuando se construyó la represa de Kariba en la década de 1950. Los trabajadores de la construcción sufrieron accidentes terribles que los Tonga atribuyeron a la furia del dios. Hasta hoy los Tonga realizan rituales para apaciguarlo y creen que cuando los reunifique con su esposa la represa finalmente cederá.
184,Maui,Oceanía,Polinesio,Héroe,Semidiós polinesio que sacó las islas del océano y capturó el sol,Fuerza sobrehumana; pesca de islas; captura del sol; metamorfosis; anzuelo mágico,Maui nació prematuro y su madre lo envolvió en su topknot su moño y lo lanzó al mar creyéndolo muerto. Fue criado por los dioses del mar. Cuando creció usó el anzuelo mágico de su abuela para pescar las islas de Nueva Zelanda del fondo del océano. Ató el sol con cuerdas para ralentizarlo y diera tiempo a la gente de terminar sus tareas. Robó el fuego de la abuela del mundo Mahuika arrancándole las uñas llameantes. Murió intentando darle la inmortalidad a la humanidad al tratar de atravesar a Hine-nui-te-pō.
185,Pele,Oceanía,Hawaiana,Diosa,Diosa hawaiana de los volcanes el fuego y la lava,Control de volcanes y lava; fuego divino; creación de islas; metamorfosis,Pele llegó a Hawái desde Kahiki su tierra natal expulsada por su celosa hermana Namakaokaha'i diosa del mar después de seducir al esposo de su hermana. Viajó por las islas hawaianas creando volcanes en cada una hasta encontrar su hogar permanente en el Kilauea en la Isla Grande. Sus lágrimas son el vidrio volcánico llamado Cabello de Pele. Tiene un temperamento colérico que refleja la naturaleza de los volcanes. Se dice que aparece ante los viajeros como una anciana o una hermosa joven para probar su generosidad.
186,Tangaroa,Oceanía,Polinesio,Dios,Dios polinesio del mar y de los peces,Control del océano; creación de criaturas marinas; inmortalidad,Tangaroa el dios del mar polinesio era el padre de los peces y los reptiles. Según el mito maorí su hijo Ika-tere mitad pez huyó al mar y su hijo Tu-te-wehiwehi mitad reptil huyó al bosque cuando los dioses peleaban. Tangaroa culpó a Tane dios de los bosques por dar refugio a sus hijos reptiles y desde entonces el mar y el bosque son enemigos. Los pescadores polinesios invocaban a Tangaroa antes de cada viaje y los grandes canoas polinesias que cruzaron el Pacífico llevaban su protección.
187,Tane,Oceanía,Polinesio,Dios,Dios polinesio de los bosques los pájaros y el hombre,Creación de hombres; control de los bosques; inmortalidad,Tane separó a Rangi el Cielo de Papa la Tierra que estaban eternamente abrazados. Los empujó hacia arriba con sus piernas para crear el espacio donde existirían los seres vivos. También fue quien creó a la primera mujer Hineahuone modelada de arena roja de la Tierra. Se unió a ella engendrando a Hine-titama la Doncella del Amanecer que cuando descubrió que su esposo era su propio padre huyó al inframundo convirtiéndose en Hine-nui-te-pō la Diosa de la Muerte.
188,Hine-nui-te-pō,Oceanía,Maorí,Diosa,Diosa maorí de la muerte y la noche,Control sobre la muerte; oscuridad; guardiana del inframundo,Hine-nui-te-pō originalmente fue Hine-titama la Doncella del Amanecer hasta que descubrió que su esposo Tane era su padre. Huyó al inframundo y se convirtió en la diosa de la muerte. Maui intentó darle la inmortalidad a la humanidad penetrando en el cuerpo dormido de Hine-nui-te-pō para destruir su corazón pero ella despertó cuando los pájaros rieron de la escena cómica y lo aplastó con sus dientes de obsidiana matando al semidiós y condenando a la humanidad a la mortalidad.
189,Fénix,Universal,Universal,Criatura,Ave que renace de sus propias cenizas,Resurrección; inmortalidad; llamas sagradas; renovación; calor curativo,El Fénix vivía 500 años en el desierto árabe y al sentir su muerte próxima construía un nido de especias aromáticas como canela y mirra que prendía fuego usando las alas. De las cenizas renacía como polluelo que crecía en tres días. Los griegos lo llamaron Fénix los egipcios Bennu y los chinos Fenghuang. Cada ciudad que afirmaba poseer sus cenizas se consideraba especialmente bendecida. En la tradición cristiana el Fénix se convirtió en símbolo de la resurrección de Cristo y la inmortalidad del alma.
190,Basilisco,Europa,Europea,Criatura,Rey de las serpientes cuya mirada o aliento mata,Mirada mortal; aliento letal; veneno supremo; aura mortífera,El Basilisco era el rey de las serpientes cuyo aliento marchitaba la vegetación contaminaba el agua y cuya mirada o incluso su imagen reflejada podía matar instantáneamente. Solo el olor de una comadreja podía repelerlo y su canto de gallo lo mataba. Plinio el Viejo en su Historia Natural lo describió detalladamente. En la Edad Media se lo representaba como un gallo con cola de serpiente llamado Cockatrice. La única forma de matarlo era con un espejo para que muriera de su propio reflejo.
191,Grifo,Europa,Europea,Criatura,Ser con cuerpo de león y cabeza y alas de águila,Vuelo; fuerza de águila y león; guardián de tesoros; lealtad,El Grifo era considerado el señor de todos los animales pues combinaba al rey de las bestias el león con el rey de las aves el águila. Guardaban el oro de Escitia luchando eternamente contra los arimaspos un pueblo de un solo ojo que intentaba robárselo. Alejandro Magno según las leyendas medievales fue transportado al cielo en un carro tirado por grifos. En la heráldica el grifo simbolizaba valentía e inteligencia y aparece en los escudos de armas de numerosas familias nobles europeas.
192,Unicornio,Europa,Europea,Criatura,Caballo blanco con cuerno espiral de poder purificador,Purificación; curación con el cuerno; velocidad sobrenatural; magia,El Unicornio solo podía ser capturado por una virgen pura ante quien se acostaba manso. Este simbolismo lo convirtió en alegoría de Cristo en la iconografía medieval. Su cuerno el alicornio se creía que purificaba el agua envenenada y curaba cualquier enfermedad. Los reyes europeos pagaban fortunas por lo que creían eran cuernos de unicornio en realidad colmillos de narval. El escudo de armas de Escocia lo representa atado con cadenas porque libre el unicornio era demasiado poderoso.
193,Dragón Europeo,Europa,Europea,Criatura,Gran reptil alado que escupe fuego,Aliento de fuego; vuelo; escamas impenetrables; inteligencia; inmortalidad,Los dragones europeos acumulaban tesoros y dormían sobre ellos en cavernas profundas. El héroe Sigurd mató a Fafnir el dragón. Beowulf mató a un dragón que destruía su reino pero murió en el combate. San Jorge mató al dragón para liberar a una princesa convirtiéndose en el símbolo cristiano de la victoria del bien sobre el mal. En el País de Gales el dragón rojo del Pendragon es el símbolo nacional. Los dragones galeses eran considerados guardianes de la tierra más que monstruos.
194,Vampiro,Europa del Este,Europea,Criatura,Ser inmortal que se alimenta de sangre humana,Inmortalidad; metamorfosis; hipnosis; fuerza sobrehumana; regeneración,"El vampiro como figura literaria moderna nació con la publicación de El Vampiro de John Polidori en 1819 y se popularizó definitivamente con Drácula de Bram Stoker en 1897. Pero sus raíces están en el vampiro eslavo, el strigoi rumano y el upir polaco. Estos no dormían en ataúdes sino que regresaban a sus propias casas para atormentar a sus familias. Se los enterraba boca abajo o con piedras en la boca para impedir que salieran. El ajo y la luz solar los debilitaban."
195,Hombre Lobo,Europa,Europea,Criatura,Humano que se transforma en lobo con la luna llena,Transformación lunar; fuerza y velocidad colosales; sentidos agudizados,La licantropía el poder de transformarse en lobo era en la antigüedad tanto un don divino como una maldición. El rey Licaón de Arcadia fue transformado en lobo por Zeus como castigo por servirle carne humana. En la Edad Media se celebraron juicios contra hombres acusados de ser hombres lobo. Peter Stumpp fue torturado y ejecutado en Alemania en 1589 por crímenes que atribuyó a un cinturón mágico que le daba el poder de transformarse. La luna llena como desencadenante de la transformación es relativamente moderna.
196,Hada,Europa,Europea,Criatura,Ser mágico de los bosques y la naturaleza,Magia; vuelo; ilusiones; conexión con la naturaleza; manipulación del destino,Las hadas de la tradición celta no eran las pequeñas criaturas benévolas con alas de mariposa de los cuentos victorianos. Los Daoine Sídhe los Pueblos de los Túmulos eran los Tuatha Dé Danann que se retiraron bajo tierra cuando los milesios conquistaron Irlanda. Eran grandes como humanos eternamente jóvenes y capaces de secuestrar a personas que les agradaban dejando un changeling en su lugar. El toque de hada el Midas o Fae-touched causaba enfermedad y delirio en los humanos.
197,Elfo,Europa del Norte,Europea,Criatura,Ser mágico longevo de gran belleza e inteligencia,Longevidad extrema; magia; agilidad sobrenatural; sentidos agudizados,"Los elfos nórdicos se dividían en Ljósálfar elfos de la luz que habitaban en Álfheimr y eran más hermosos que el sol, y Dökkálfar elfos oscuros que vivían bajo tierra y eran oscuros como la pez. En la mitología anglosajona los elfos causaban enfermedades con sus flechas invisibles las elf-shot y los Anglo-Sajones tenían recetas médicas para curarlas. Los elfos de Tolkien están profundamente influenciados por los Ljósálfar nórdicos mientras que sus Orcos derivan de los Dökkálfar."
198,Enano,Europa del Norte,Europea,Criatura,Ser pequeño y fuerte de las profundidades de la tierra,Maestría en forja; fuerza sobrehumana para su tamaño; minería; magia de tierra,"Los enanos nórdicos o dvergr nacieron como gusanos en la carne del gigante primordial Ymir. Los dioses les dieron inteligencia y forma humana. Eran los más hábiles artesanos de los Nueve Mundos: forjaron el martillo de Thor Mjolnir, el collar de Freya Brísingamen, la lanza de Odin Gungnir y la cadena Gleipnir que ató a Fenrir. Los enanos solo podían trabajar de noche ya que la luz del día los convertía en piedra al igual que a los trolls."
199,Golem,Europa del Este,Judía,Criatura,Ser de arcilla animado por magia cabalística,Fuerza colosal; obediencia; resistencia; poder activado por emet vida,El Golem de Praga fue según la leyenda creado en el siglo XVI por el rabino Loew Maharal ben Bezalel para proteger al gueto judío de Praga de los pogromos. Lo animó escribiendo emet verdad en hebreo en su frente. Para desactivarlo borraba la primera letra dejando met muerte. El Golem trabajaba durante la semana pero debía ser desactivado antes del Shabat. Según la leyenda una semana el rabino olvidó desactivarlo y el Golem enloqueció destruyendo el gueto hasta que el rabino arrancó la inscripción.
200,Dybbuk,Europa del Este,Judía,Criatura,Espíritu maligno que posee a los vivos,Posesión de cuerpos; tormento; conocimiento de lo oculto,El Dybbuk en la tradición judía ashkenazí era el alma de un pecador que al morir no podía encontrar descanso y buscaba refugio en el cuerpo de un vivo. La obra teatral El Dybbuk de S. Ansky de 1920 popularizó la figura: el alma de un joven amante muerto posee el cuerpo de su novia en el día de su boda con otro hombre. El exorcismo del dybbuk requería la presencia de diez hombres religiosos el Minyan y era realizado por un rabino usando el poder del Nombre Sagrado.
201,Lilith,Medio Oriente,Judeo-cristiana,Criatura,Primera mujer según algunas tradiciones reina de los demonios,Seducción; control de los sueños; magia oscura; inmortalidad,Lilith aparece en el Talmud y en textos de la Cábala como la primera compañera de Adán creada igual que él del polvo de la tierra. Se negó a someterse a Adán y cuando pronunció el nombre inefable de Dios salió volando del Edén. Los ángeles la encontraron junto al Mar Rojo y le ordenaron volver pero ella se negó. Se convirtió en reina de los demonios nocturnos y espíritu de las pesadillas que roba bebés y ataca a los hombres durmientes. Los amuletos contra Lilith protegían a los recién nacidos.
202,Leviatán,Medio Oriente,Judeo-cristiana,Criatura,Monstruo marino del caos en el Libro de Job,Poder primordial del caos; dominio del mar; llamas; casi invencible,El Leviatán era tan inmenso que el calor de su cuerpo hacía hervir el océano a su alrededor. Dios lo creó macho y hembra pero mató a la hembra para que no se reprodujeran ya que dos Leviatan habrían destruido el mundo. En el Apocalipsis representa el caos del mar que será derrotado al final de los tiempos. El Leviatán junto con el Behemot la bestia terrestre y el Ziz el monstruo del aire formaban la tríada de monstruos primordiales que gobernaban cada elemento.
203,Lucifer,Universal,Judeo-cristiana,Criatura,El ángel caído rey del inframundo,Magia suprema; metamorfosis; engaño; poder sobre el inframundo,Lucifer el Portador de Luz fue el más bello y poderoso de los ángeles que se rebeló contra Dios reclamando un trono igual al suyo. Fue arrojado del cielo con un tercio de los ángeles que lo siguieron cayendo como un rayo según las palabras de Jesús en el Evangelio de Lucas. Se instaló en el infierno como su señor. En el Paraíso Perdido de John Milton de 1667 Lucifer es un personaje de complejidad trágica cuyo orgullo sublime es su mayor pecado y su mayor característica.
204,Lamassu,Medio Oriente,Asiria,Criatura,Guardián con cuerpo de toro cabeza humana y alas de águila,Protección de ciudades y palacios; vuelo; fuerza colosal; inmortalidad,Los Lamassu eran colocados en pares flanqueando las entradas de las ciudades y palacios asirios donde se los tallaba en alabastro o caliza. Tenían cinco patas dos vistas de frente y cuatro vistas de lado para que desde cualquier ángulo parecieran estar en movimiento. Su función era absorber las energías malignas que intentaban entrar. El más famoso par de Lamassu de la ciudad de Nínive fue destruido por el Estado Islámico en 2015 conmocionando al mundo.
205,Pazuzu,Medio Oriente,Asiria,Criatura,Rey de los demonios del viento en la mitología asiria,Control de vientos del suroeste; pestilencia; posesión; inmortalidad,Pazuzu el rey de los demonios del viento del suroeste portaba enfermedades y plagas de insectos pero paradójicamente se lo invocaba para proteger a las mujeres embarazadas y a los niños de los demonios más destructivos especialmente de Lamashtu. Su imagen en amuleto se usaba durante el parto. El nombre Pazuzu se popularizó en Occidente a través de la película El Exorcista de 1973 donde la estatuilla del demonio desencadena los eventos de la película.
206,Djinn,Medio Oriente,Árabe,Criatura,Ser mágico de fuego sin humo con libre albedrío,Metamorfosis; magia poderosa; conceder deseos; invisibilidad; inmortalidad,Los Djinn en el Islam son seres creados del fuego puro antes que los humanos que fueron hechos de barro. Tienen libre albedrío pueden ser creyentes o incrédulos y serán juzgados igual que los humanos en el Día del Juicio. El rey Salomón según la tradición islámica gobernaba sobre los Djinn usando un anillo mágico. Las historias de Las Mil y Una Noches popularizaron la imagen del Djinn encerrado en una lámpara o botella que concede deseos aunque esto no forma parte del Islam clásico.
